student,week,question_id,session_id,created_at,trigger_source,trigger_surface,question_type,error_source,error_code,error_severity,max_level_reached,cache_hit,helpful_rating,self_reported_outcome,post_confidence,help_latency_ms,edits_before_ask,recurring_error_count,recurring_concept_count,ms_since_previous_same_error,selection_line_count,selection_char_count,latency_ms,prompt_tokens,completion_tokens
S02,1,7d448ada-c878-4eb4-b126-167fed07fe2a,d9aafcb0-7040-4587-9283-56ae8a471175,2030-03-05T08:28:58.347Z,selection,selection_codelens,free_text,,,,2,0,-1,solved,,,,0,0,,5,115,3489,1468,732
S23,1,96504a51-0977-4900-b602-3cd30bac70fa,d085a428-2e2d-4f9a-8b5d-0d60ca33fda6,2030-03-05T08:29:07.008Z,selection,selection_keybinding,why_works,,,,2,0,,,,,,0,4,,5,100,4285,1784,546
S05,1,58d38910-4d41-410c-9f6e-3b3088a84d03,ba2acabe-c8f5-481d-bcab-515948a1af2c,2030-03-05T08:32:13.923Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,,,maybe,20305,1,1,1,2682449,,,5145,1540,662
S25,1,8c017059-d926-446a-b0e3-e872cbcdedd9,9917ff0b-150a-4620-a2c1-4151c2182054,2030-03-05T08:33:13.025Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,solved,yes,,,0,1,,,,3669,1489,500
S05,1,0a4b49eb-6dea-4f8f-a413-d3e2b7bac180,ba2acabe-c8f5-481d-bcab-515948a1af2c,2030-03-05T08:34:22.744Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,1,,,109063,1,2,2,128821,,,3942,2023,337
S19,1,1614dbd2-8354-4e0a-8a64-d39255656bac,71363a61-aa65-4c85-8a32-eda929f41870,2030-03-05T08:35:15.027Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,,,maybe,57133,1,0,0,,,,2366,1212,584
S05,1,1506883b-bbde-4c04-8400-da6b207b9593,ba2acabe-c8f5-481d-bcab-515948a1af2c,2030-03-05T08:35:18.469Z,selection,selection_codelens,whats_wrong,,,,3,0,1,,,,,0,0,,6,198,5298,1727,493
S19,1,657989f4-35b8-469e-b55b-ada9cceed578,71363a61-aa65-4c85-8a32-eda929f41870,2030-03-05T08:36:49.508Z,selection,sidebar_button,what_does_this_do,,,,0,0,,,no,,,0,0,,,,5640,1578,673
S17,1,3c9d630f-0028-4df0-acf0-d916f2e3c174,25983e22-2cee-454e-b4ac-0a3f9195401b,2030-03-05T08:36:53.066Z,selection,selection_keybinding,simpler_example,,,,0,0,,,no,,,0,0,,4,80,3441,1745,514
S06,1,6d37545c-6887-4471-bc54-0f57ad5e562d,7fb20184-f921-4f63-859d-d950756f057d,2030-03-05T08:40:11.456Z,selection,selection_keybinding,what_does_this_do,,,,0,0,1,,,,,0,1,,6,108,8028,1630,530
S21,1,346c56ff-9c46-4bff-b1dd-14c3d9415466,f2dca3c6-fad4-49a2-900a-f1bf4b64e1c0,2030-03-05T08:40:26.545Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,0,0,,solved,,8297,2,1,1,4547896,,,5113,1898,616
S16,1,2146fcb4-f1d5-4eb2-9faf-671e5caadeef,a8554a7b-c99a-48c2-b8ab-3d23cb39e672,2030-03-05T08:42:07.598Z,selection,selection_status_bar,what_does_this_do,,,,2,0,1,,yes,,,0,1,,30,600,4228,1489,536
S08,1,7c338842-e931-4840-9b96-f6f1bef57440,23b8d823-06a4-4a28-aeb0-a2a2ae179d1c,2030-03-05T08:44:42.494Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,1,,no,15792,2,2,2,2985174,,,4396,1587,663
S23,1,a8e23d5e-7d7e-4139-a64f-81361b228b80,d085a428-2e2d-4f9a-8b5d-0d60ca33fda6,2030-03-05T08:44:55.190Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,,,,,0,5,,,,3649,1690,515
S10,1,ab43ebca-71d9-4b9b-9064-9e76d666ce7a,909c52ea-cea9-474a-b682-2ab11147c417,2030-03-05T08:46:29.786Z,selection,selection_keybinding,whats_wrong,,,,0,0,1,,,,,0,0,,1,34,3873,2012,638
S23,1,b46b2b5e-c6a2-4a31-bf2d-91093f3631f0,f95e3ec9-bbbe-49eb-b303-25ac639f15f6,2030-03-06T19:01:06.701Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,2,0,,solved,maybe,14220,2,0,1,,,,4302,1659,529
S23,1,404060df-8549-4841-9ac8-fdd3d3dccb60,f95e3ec9-bbbe-49eb-b303-25ac639f15f6,2030-03-06T19:05:10.207Z,selection,selection_status_bar,what_does_this_do,,,,3,0,,,,,,0,6,,6,216,2497,2048,715
S23,1,54093f12-4344-428c-8bd2-e4cb42231e00,f95e3ec9-bbbe-49eb-b303-25ac639f15f6,2030-03-06T19:10:54.671Z,selection,sidebar_button,what_does_this_do,,,,0,0,,solved,,,,0,7,,5,125,7671,1680,543
S08,1,9c8a185f-f249-454d-9871-e2be3609b640,1eb6020e-0398-410e-be63-3121e5fce509,2030-03-07T18:01:46.186Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,1,,,172042,0,0,0,,,,4665,1746,558
S08,1,39b65a42-8bfa-4ff7-aa1d-abf879d1e02a,1eb6020e-0398-410e-be63-3121e5fce509,2030-03-07T19:02:56.653Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,no,93421,2,1,1,3670467,,,4614,1482,584
S02,1,f28c3eb1-6c31-4c0c-9095-5534fa374e9d,7035c260-b595-46f7-8eeb-704645262c6f,2030-03-07T19:23:52.896Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,1,,maybe,12283,1,1,1,-167814011,,,5003,2072,590
S02,1,7c7c408a-e81b-4293-909e-a07df7aeeceb,7035c260-b595-46f7-8eeb-704645262c6f,2030-03-07T19:49:13.405Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,,,,47523,1,1,1,217347638,,,4672,1362,477
S17,1,d323b141-2bf1-4ae3-8617-5bbd29873458,9f3b37ee-64ff-4794-8cc4-083223eee450,2030-03-08T17:19:05.591Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,,no,43803,0,0,0,,,,6674,2392,521
S17,1,5ac9fa46-9b91-4782-bed3-8a0798717e5a,9f3b37ee-64ff-4794-8cc4-083223eee450,2030-03-08T17:20:30.614Z,selection,selection_keybinding,free_text,,,,2,0,1,,no,,,0,1,,6,246,4381,1401,553
S20,1,40400c24-18ef-4092-ba3e-07281bf0a79b,8796ec55-ab2d-4dd4-8852-ba5c80d4e017,2030-03-08T18:06:24.142Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,,,,241272,4,0,0,,,,3800,1425,621
S20,1,fc92aa68-342d-4765-b9c2-ed7d783aec59,8796ec55-ab2d-4dd4-8852-ba5c80d4e017,2030-03-08T18:10:02.327Z,selection,selection_codelens,whats_wrong,,,,3,0,,still_stuck,,,,0,0,,3,81,4707,1544,562
S20,1,34245f47-d744-4ce3-813d-21e66f961475,8796ec55-ab2d-4dd4-8852-ba5c80d4e017,2030-03-08T18:12:50.496Z,selection,sidebar_button,what_does_this_do,,,,0,0,,,,,,0,1,,9,270,3626,1380,597
S03,1,5c4c075d-87e7-46a0-84fe-75aa00e246bb,52b7ca3a-6ad4-49a0-bf9e-0f649c7d16f9,2030-03-09T14:44:31.444Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,,,,49085,0,0,0,,,,3924,1642,523
S03,1,0d254259-4e78-4910-881a-c2a5d5718204,52b7ca3a-6ad4-49a0-bf9e-0f649c7d16f9,2030-03-09T14:58:18.226Z,selection,sidebar_button,what_does_this_do,,,,0,0,-1,,,,,0,0,,40,720,2991,1678,711
S02,1,a8256a0c-1d99-4c96-a904-36c60f8c4dff,9ee5e259-86af-4162-b34e-c32c23309b0a,2030-03-09T18:00:46.907Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,,17281,2,0,0,,,,2471,1861,585
S23,1,59413f3c-d0fd-4573-bb92-23fcf5037325,cff23f39-b539-46ef-80ea-8ec35acbcc1d,2030-03-10T14:52:09.934Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,2,0,,solved,maybe,10309,2,1,2,330663233,,,3704,1817,621
S23,1,7b7df38e-0485-4cc0-8692-d09b6f4ce672,cff23f39-b539-46ef-80ea-8ec35acbcc1d,2030-03-10T14:55:26.100Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,solved,maybe,62797,1,0,0,,,,3127,1689,563
S23,1,6b250725-906f-459c-a5d7-883093b54adc,cff23f39-b539-46ef-80ea-8ec35acbcc1d,2030-03-10T15:04:53.885Z,selection,selection_codelens,simpler_example,,,,0,0,,,maybe,,,0,8,,20,540,3460,1585,635
S23,1,d6a79491-042f-43a9-9c03-bf144e450f5c,cff23f39-b539-46ef-80ea-8ec35acbcc1d,2030-03-10T15:17:09.545Z,selection,command_palette,what_does_this_do,,,,0,0,,solved,,,,0,9,,36,1260,3658,1684,609
S09,2,83aad515-04de-40bd-a4eb-a9e2c62c2f4c,e4d4996d-9c9d-4039-9650-671efcd217e6,2030-03-12T07:09:31.727Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,solved,,18488,4,1,1,602406542,,,5633,2054,582
S08,2,20144ea8-12e4-42bc-9edb-2154fc67fb89,9abdb592-2300-4f60-b9e4-c25457882126,2030-03-12T07:10:28.037Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,,,48996,3,2,2,389251384,,,4628,1289,567
S21,2,f78976ee-2ff0-4b34-8c7c-a58fbf11c867,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T07:11:34.505Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,,12876,0,0,0,,,,2576,1281,487
S06,2,457cd5d5-2c62-4bbd-8ee2-4415661d2099,0fa23d54-1180-40f9-93b3-428b26f28ebe,2030-03-12T07:12:22.945Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,no,36380,3,0,0,,,,5427,1485,605
S17,2,a5946d9b-293a-4b30-9cf2-7314c537d9c1,f076f835-e4b6-49f7-8046-346693acf220,2030-03-12T07:12:34.454Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,-1,still_stuck,maybe,109463,1,0,0,,,,5515,1812,336
S05,2,461abba4-1753-407d-9f3d-d289e7ad4afc,2799cefe-9ecd-4e34-9301-1c51a3f20ca1,2030-03-12T07:15:07.627Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,,solved,,111218,0,0,0,,,,2163,1753,596
S23,2,aa6619c8-460d-4d5f-9a1a-3c7167b71be9,38d8d009-5a07-4f58-ae0f-62d598b5ddac,2030-03-12T07:17:19.667Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,1,,,27761,4,1,3,604004525,,,7433,1492,631
S21,2,825d24bb-7406-483f-86ad-b856f4a0922c,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T07:18:25.255Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,-1,,,79740,2,0,0,,,,2870,1441,454
S13,2,fbf34795-4f1b-42c0-9542-551792a9fe26,32e1c7ce-7692-4995-b1e1-2eb197a643f2,2030-03-12T07:18:53.174Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,,yes,71674,1,0,0,,,,3480,1917,709
S05,2,495e7f9a-8096-4341-82fa-8810d5510d3c,2799cefe-9ecd-4e34-9301-1c51a3f20ca1,2030-03-12T07:19:21.395Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,maybe,100623,4,3,3,600298651,,,4119,1724,653
S21,2,3dc1add9-d8e9-4212-96cc-41c096211a50,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T07:20:08.842Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,still_stuck,,21580,0,1,1,603061363,,,6218,1521,541
S21,2,55f810f8-7492-4547-bea5-2b77fe3b6e3c,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T07:20:41.644Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,maybe,35963,1,1,1,547139,,,7028,2169,604
S24,2,1c42ece6-0ba7-40be-a2cf-c34e22a5dc7c,0cbf9c01-a428-4d8e-8793-f436f772ff58,2030-03-12T07:21:00.184Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,-1,solved,yes,51876,0,0,0,,,,6878,1705,701
S20,2,ba33f443-13ba-446d-8544-b1195668ec27,037657c4-5805-40e4-84bc-14f719e5902e,2030-03-12T07:22:45.500Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,,solved,no,26358,4,0,1,,,,6133,1621,586
S10,2,4d380c18-9cd0-45d6-ab63-639fb32dc670,21722264-c214-413d-8e6c-0346aef0d5d1,2030-03-12T07:24:10.540Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,1,,solved,,26498,2,0,0,,,,,,
S11,2,2a4abfe6-2edc-413b-811c-a89c01b5a9f9,e5f5fd80-0bcb-43ea-a781-9a2bfb9ff03c,2030-03-12T07:24:21.377Z,selection,sidebar_button,what_does_this_do,,,,0,0,,,,,,0,0,,,,3991,2030,471
S06,2,0384b2f2-b8bd-4f51-85b5-099e64f6f5c8,0fa23d54-1180-40f9-93b3-428b26f28ebe,2030-03-12T07:26:09.386Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,,no,58206,1,0,1,,,,2777,1893,499
S02,2,530efaea-545e-4e7c-b2ac-ff963c1ac719,fa793d6f-e8be-4ca8-9500-f8e705df7411,2030-03-12T07:26:11.968Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,,,,21939,0,3,3,601151346,,,2292,1986,589
S15,2,d6e81fa9-5f3a-419e-a089-172c05592425,e2f252c1-0f88-446e-917c-05b8e8bb677e,2030-03-12T07:26:24.050Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,,52031,1,0,0,,,,3914,2147,482
S06,2,f00e5998-80cf-4f27-af7e-369069ffd0f5,0fa23d54-1180-40f9-93b3-428b26f28ebe,2030-03-12T07:27:07.514Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,solved,,92561,2,1,1,884569,,,5306,1833,529
S17,2,18c32f29-f1f0-481e-9f42-362afd56585a,f076f835-e4b6-49f7-8046-346693acf220,2030-03-12T07:28:11.883Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,,still_stuck,no,58895,2,1,2,604075185,,,3656,1936,706
S08,2,c458b362-a260-4101-a46b-8a1027fbd7c5,9abdb592-2300-4f60-b9e4-c25457882126,2030-03-12T07:28:39.126Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,solved,maybe,56981,6,3,3,1091089,,,5935,2135,443
S02,2,d6395741-7056-4193-924a-ac1d57bda3e0,fa793d6f-e8be-4ca8-9500-f8e705df7411,2030-03-12T07:31:03.804Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,,,9638,6,0,4,,,,4698,1760,516
S24,2,83981fe1-7eb9-4891-9c25-5bb610cbb634,0cbf9c01-a428-4d8e-8793-f436f772ff58,2030-03-12T07:31:17.794Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,1,,,5513,4,0,0,,,,5392,1667,552
S02,2,468eaed9-07be-4c35-84e7-77fb9c38d5ef,fa793d6f-e8be-4ca8-9500-f8e705df7411,2030-03-12T07:31:24.973Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,,,no,54460,1,1,1,604091345,,,5750,1590,506
S05,2,9e36d5b6-0dc3-405a-a424-95322336ef4f,2799cefe-9ecd-4e34-9301-1c51a3f20ca1,2030-03-12T07:31:54.866Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,2,0,,,maybe,33371,3,1,1,1007239,,,3120,1492,552
S23,2,5f2221ac-9af4-41c2-be6b-14b01584c719,38d8d009-5a07-4f58-ae0f-62d598b5ddac,2030-03-12T07:31:57.570Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,2,0,,solved,yes,12860,4,2,4,877903,,,3554,1769,534
S23,2,2f360929-5ff9-4525-b529-5f3588be3e96,38d8d009-5a07-4f58-ae0f-62d598b5ddac,2030-03-12T07:33:42.523Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,-1,solved,,12864,2,3,5,104953,,,3657,1926,608
S20,2,5d82e117-077a-4d7b-bb9d-fd071e9633b4,037657c4-5805-40e4-84bc-14f719e5902e,2030-03-12T07:33:58.638Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,2,0,1,solved,,23651,1,0,0,,,,3876,1492,597
S05,2,1897354c-6c3b-43db-96fb-3dc402f1e226,2799cefe-9ecd-4e34-9301-1c51a3f20ca1,2030-03-12T07:34:54.162Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,2,0,1,solved,maybe,65467,3,4,4,932767,,,3307,1907,616
S25,2,de1468b3-5586-4d55-9ff3-5b07681b7d56,15659da6-3994-48b1-ac04-fec2290f0d0e,2030-03-12T07:37:47.814Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,-1,,,168006,3,0,0,,,,2933,1617,481
S01,2,c6d3dea6-c5f1-4c74-bb01-13e83d7110fc,99d9cfb0-18df-4f73-bc1c-05210330cbbc,2030-03-12T07:38:29.211Z,selection,selection_keybinding,whats_wrong,,,,0,0,-1,,,,,0,0,,2,76,3263,1919,670
S21,2,c626679b-7d70-4d62-be15-03917f15e5b8,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T07:39:34.904Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,,19158,0,1,1,1269649,,,5337,1854,524
S20,2,587f5b7e-a1ba-45de-a677-258dce284a1a,037657c4-5805-40e4-84bc-14f719e5902e,2030-03-12T07:39:52.440Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,solved,,29720,2,0,0,,,,5670,1345,622
S02,2,0540cae5-438e-425c-a013-3d2cccc790b0,fa793d6f-e8be-4ca8-9500-f8e705df7411,2030-03-12T07:39:56.195Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,,,no,45514,0,4,5,824227,,,6096,1755,573
S11,2,7fd2771e-8bfa-4841-b673-2c9c9eccb3a5,e5f5fd80-0bcb-43ea-a781-9a2bfb9ff03c,2030-03-12T07:41:06.793Z,selection,sidebar_button,what_does_this_do,,,,2,0,,,,,,0,1,,,,6958,1892,557
S05,2,0c9019ac-5b9f-4da5-90c3-049c3a68b4ac,2799cefe-9ecd-4e34-9301-1c51a3f20ca1,2030-03-12T07:41:25.598Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,1,solved,,20452,1,1,1,606389419,,,4700,1534,570
S24,2,24963b4f-dded-44f3-9a40-b358472b42da,0cbf9c01-a428-4d8e-8793-f436f772ff58,2030-03-12T07:43:12.021Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,solved,,94961,7,0,0,,,,5451,1539,691
S13,2,16523506-d641-40c9-806a-748940455c78,32e1c7ce-7692-4995-b1e1-2eb197a643f2,2030-03-12T07:45:36.538Z,selection,selection_codelens,what_does_this_do,,,,0,0,1,,,,,0,0,,6,186,6615,2137,670
S12,2,128dbd55-5c3e-4c6e-8f2b-1ddf958378c3,c8b5449c-610d-4cac-aaef-10cb89b56f0f,2030-03-12T07:45:53.181Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,1,solved,,34459,1,1,1,605906459,,,3610,1359,647
S24,2,95bb81ef-dfd0-4d6c-bf6e-5515befa8946,0cbf9c01-a428-4d8e-8793-f436f772ff58,2030-03-12T07:50:53.439Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,,26418,2,0,0,,,,3339,1697,558
S06,2,8df95e11-5b2d-4341-9e3a-3a1a85b4a59d,0fa23d54-1180-40f9-93b3-428b26f28ebe,2030-03-12T07:52:45.498Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,3,0,1,,,20331,3,0,0,,,,3599,1623,512
S21,2,a409ea0c-7ee5-49ae-8fc8-b8b0255d94b2,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T07:55:25.836Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,3,0,,solved,,8336,1,0,0,,,,4163,1546,575
S06,2,6804d3ec-3ec2-411f-99f6-df79945bccf9,0fa23d54-1180-40f9-93b3-428b26f28ebe,2030-03-12T07:55:51.436Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,0,0,,solved,,89804,1,2,2,1723922,,,5300,1951,478
S25,2,6795c8fa-d04c-458f-82fb-0a5a52171664,15659da6-3994-48b1-ac04-fec2290f0d0e,2030-03-12T07:56:43.785Z,selection,sidebar_button,what_does_this_do,,,,2,0,1,still_stuck,,,,0,0,,,,4719,1686,509
S20,2,4aa55856-3e84-4f26-930a-7a9a83ff4f33,037657c4-5805-40e4-84bc-14f719e5902e,2030-03-12T07:56:51.183Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,1,still_stuck,,10301,2,0,0,,,,4313,1538,492
S09,2,8da936fe-96a7-4ff0-9a84-debd0d49f6e4,e4d4996d-9c9d-4039-9650-671efcd217e6,2030-03-12T07:57:50.547Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,,,,157201,1,0,0,,,,2718,1763,614
S04,2,55346033-92f5-4040-ae95-b57295c7cdec,03fd02bb-b02a-448f-9dcd-227eae2b1427,2030-03-12T07:58:46.500Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,,,,68309,1,1,1,606704493,,,4893,1521,602
S21,2,933b9050-973d-45ec-89d7-cce0b78e5288,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T07:59:38.602Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,no,9796,1,2,2,2369760,,,6859,2055,583
S13,2,f555c0f4-1e60-43de-a271-f607cdece0aa,32e1c7ce-7692-4995-b1e1-2eb197a643f2,2030-03-12T08:00:40.068Z,selection,selection_codelens,why_works,,,,0,0,,solved,,,,0,1,,5,140,2703,1582,614
S20,2,0017561d-b9fb-48b2-a3ea-a8070d863f6c,037657c4-5805-40e4-84bc-14f719e5902e,2030-03-12T08:02:58.135Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,,,38012,3,3,3,606434070,,,3001,1914,465
S23,2,7393ac3b-fec5-416b-a5bb-1f539a6a69af,38d8d009-5a07-4f58-ae0f-62d598b5ddac,2030-03-12T08:03:13.448Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,-1,,,11703,5,1,1,148067348,,,5963,1749,430
S16,2,160dc7fe-464f-44b8-b393-f634be77fffb,86e7c846-ffd7-48c7-998a-2b24028b6108,2030-03-12T08:05:05.696Z,selection,selection_status_bar,what_does_this_do,,,,0,0,1,,yes,,,0,0,,31,1178,4052,2005,557
S20,2,96ef9209-2994-4ead-84c5-3629a9786bc7,037657c4-5805-40e4-84bc-14f719e5902e,2030-03-12T08:05:53.028Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,,solved,no,11632,3,1,1,1560588,,,5043,1496,587
S07,2,c9db2369-d56c-465d-8f45-c5fd39b5c568,3c2194d2-3c32-4ec1-8eb1-e8d2251c5915,2030-03-12T08:06:12.354Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,2,0,1,solved,yes,31674,2,0,0,,,,3367,1642,512
S06,2,8bb8e896-991b-4214-94ae-adce728efd21,0fa23d54-1180-40f9-93b3-428b26f28ebe,2030-03-12T08:06:30.410Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,solved,no,13730,2,1,2,2421024,,,6123,1510,595
S07,2,9304ee1a-0138-45d5-bbd0-2c9e89bf7ace,3c2194d2-3c32-4ec1-8eb1-e8d2251c5915,2030-03-12T08:06:37.782Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,,still_stuck,,27852,2,2,2,605297872,,,2657,1872,424
S15,2,c7ebd1f4-0ba0-485e-b179-24abd0d49eb5,e2f252c1-0f88-446e-917c-05b8e8bb677e,2030-03-12T08:09:13.033Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,,solved,,45506,3,1,1,607940895,,,6964,1544,481
S10,2,eed19909-67af-495c-9a12-c014c93e4bc4,21722264-c214-413d-8e6c-0346aef0d5d1,2030-03-12T08:09:57.337Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,no,36139,2,1,1,603955139,,,3140,2142,603
S21,2,c1b544b4-1be7-411c-81df-b7bf45c8bdc7,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T08:10:55.947Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,-1,,,29115,5,3,3,604355836,,,3987,1774,532
S12,2,86eb3c75-6b0a-4feb-b079-ab238e47dcab,c8b5449c-610d-4cac-aaef-10cb89b56f0f,2030-03-12T08:11:28.038Z,selection,selection_status_bar,what_does_this_do,,,,0,0,1,solved,yes,,,0,0,,4,116,6574,1711,429
S21,2,fb061f49-d2fd-4765-a6c8-062fb9376b4f,23974e8d-fb0d-4f81-841f-f910cbb6c649,2030-03-12T08:11:53.610Z,selection,selection_lightbulb,why_works,,,,0,0,,,,,,0,0,,6,216,3703,1521,386
S23,2,3b1b0e1b-8d7a-4a42-aeb9-e72101afa871,38d8d009-5a07-4f58-ae0f-62d598b5ddac,2030-03-12T08:12:44.945Z,selection,command_palette,what_does_this_do,,,,0,1,1,,maybe,,,0,0,,4,160,,,
S02,2,461a5981-ba72-459a-8018-b0a1d8c56bfb,fa793d6f-e8be-4ca8-9500-f8e705df7411,2030-03-12T08:14:03.129Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,,,13519,1,1,1,605796348,,,4502,1777,531
